Season,Episode,Year,Episode Title,"Crime (Actual crime/crimes committed. e.g. rape, murder)",Number of victims (enter a number),Victim Gender,Victim Race,Number of criminals,Criminal Gender,Criminal Race,Notes
17,4,2006,Fear America,Murder,1,Male,White,2,Male,White,Victim and criminals are from the Middle East or Middle Eastern descent
17,5,2006,Public Service Homicide,Murder,1,Male,White,1,Female,White,
17,6,2006,Profiteer,Murder,1,Male,White,1,Male,White,
17,7,2006,In Vino Veritas,Murder,1,Female,White,2,Male,White,
17,8,2006,Release,"Murder, rape",2,"1 male, 1 female",White,1,Male,White,
17,9,2006,Deadlock,Murder,9,"4 male, 5 female","1 hispanic, 7 white, 1 black",2,Male,White,
17,10,2006,Corner Office,Murder,1,Male,White,1,Female,White,
17,11,2007,Remains of the Day,Murder,1,Male,White,1,Male,White,
17,12,2007,Charity Case,Murder,2,Male,"1 white, 1 black",2,"1 male, 1 female","1 black, 1 white",
17,13,2007,Talking Points,Murder,1,Male,White,1,Male,White,
17,14,2007,Church,Murder,1,Male,White,1,Female,White,
17,15,2007,Melting Pot,Murder,1,Female,White,1,Male,White,
17,16,2007,Murder Book,Murder,1,Female,White,1,Male,White,
17,17,2007,Good Faith,Murder,1,Male,White,1,Male,White,
17,18,2007,Bling,Murder,1,Female,Black,1,Male,White,
17,19,2007,Fallout,Murder,1,Male,White,1,Male,White,
17,20,2007,Captive,"Kidnapping, murder",2,Male,White,2,Male,White,
17,21,2007,Over Here,Murder,2,Male,White,1,Male,White,
17,22,2007,The Family Hour,Murder,1,Female,White,1,Male,White,
18,1,2008,Called Home,Manslaughter,2,Male,White,1,Female,White,Assisted suicides
18,2,2008,Darkness,"Kidnapping, murder",3,Female,"2 white, 1 hispanic",3,Male,White,
18,3,2008,Misbegotten,Attempted murder,1,Female,White,1,Male,White,
18,4,2008,Bottomless,Murder,1,Female,Asian,1,Male,White,
18,5,2008,Driven,Murder,2,"1 male, 1 female","1 white, 1 black",2,"1 male, 1 female","1 black, 1 white",
18,6,2008,Political Animal,Murder,3,Male,White,1,Male,Hispanic,
18,7,2008,Quit Claim,Murder,8,"6 male, 2 female",White,2,"1 male, 1 female",White,
18,8,2008,Illegal,Murder,1,Female,Hispanic,1,Male,White,
18,9,2008,Executioner,Murder,1,Male,White,1,Male,White,
18,10,2008,Tango,Murder,1,Female,White,1,Female,White,
18,11,2008,Betrayal,Murder,1,Male,White,1,Female,White,
18,12,2008,Submission,Murder,1,Female,White,2,"1 male, 1 female",White,
18,13,2008,Angelgrove,Murder,1,Female,White,1,Male,White,
18,14,2008,Burn Card,Murder,1,Male,White,1,Male,Black,
18,15,2008,Bogeyman,Murder,1,Female,White,1,Male,White,
18,16,2008,Strike,Murder,1,Male,White,1,Male,White,
18,17,2008,Personae Non Gratae,Murder,1,Male,White,2,"1 male, 1 female",White,
18,18,2008,Excalibur,Murder,1,Male,White,1,Male,White,
19,1,2008,Rumble,Murder,4,Male,White,15,Male,"13 white, 2 black",
19,2,2008,Challenged,Murder,2,Male,"1 white, 1 hispanic",3,Male,"1 white, 2 black",
19,3,2008,Lost Boys,"Murder, attempted murder, kidnapping",2,"1  male, 1 female",White,5,Male,White,
19,4,2008,Falling,Attempted murder,1,Female,Hispanic,1,Female,White,
19,5,2008,Knock Off,Murder,2,Male,White,1,Male,White,
19,6,2008,Sweetie,Murder,1,Male,White,1,Female,Black,"White male was convicted of the crime, but the show strongly hints that real culprit is the black female"
19,7,2008,Zero,Murder,3,"1 female, 2 male",White,2,Male,White,
19,8,2009,Chattel,"Murder, kidnapping",4,"2 female, 2 male","2 black, 2 white",5,"3 male, 2 female","4 white, 1 black",
19,9,2009,By Perjury,Murder,2,Male,"1 white, 1 hispanic",1,Male,White,
19,10,2009,Pledge,Murder,2,"1 male, 1 female",White,1,Male,White,
19,11,2009,Lucky Stiff,Murder,3,"2 male, 1 female",White,2,Male,White,
19,12,2009,Illegitimate,"Kidnapping, murder",4,"3 male, 1 female",White,2,Male,White,
19,13,2009,Crimebusters,Murder,1,Male,White,1,Unknown,White,Unclear which character - male or female - committed the crime
19,14,2009,Rapture,Murder,2,"1 female, 1 male",White,2,Male,White,
19,15,2009,Bailout,"Kidnapping, murder",1,Female,White,1,Male,White,
19,16,2009,Take-Out,Murder,1,Male,White,1,Female,White,
19,17,2009,Anchors Away,Murder,1,Female,White,1,Female,White,
19,18,2009,Promote This!,Murder,1,Male,Hispanic,2,Male,White,
19,19,2009,All New,Murder,3,"2 male, 1 female",White,3,Male,"2 white, 1 black",
19,20,2009,Exchange,Murder,2,"1 male, 1 female",White,2,"1 male, 1 female",White,
19,21,2009,Skate or Die,Murder,3,Male,White,2,Male,White,
19,22,2009,The Drowned and the Saved,Murder,1,Male,White,2,"1 male, 1 female",White,
20,1,2009,Memo From The Dark Side,Murder,1,Male,White,1,Male,White,
20,2,2009,Just a Girl in the World,Murder,1,Female,Asian,1,Female,Asian,
20,3,2009,Great Satan,"Murder, extorsion, terrorism",3,Male,White,8,Male,"7 white, 1 black","Out of the seven white males, six are middle eastern"
20,4,2009,Reality Bites,Murder,1,Female,White,1,Unknown,White,Real criminal is intedermined: might be a white female or a white male
20,5,2009,Dignity,Murder,1,Male,White,1,Male,White,
20,6,2009,Human Flesh Search Engine,Murder,1,Male,White,2,"1 female, 1 male",White,
20,7,2009,Boy Gone Astray,Murder,5,"1 female, 4 male","1 white, 4 hispanic",4,Male,Hispanic,
20,8,2009,Doped,Murder,8,Unknown,Unknown,1,Male,White,At least 3 victims are female and at least 5 are white
20,9,2009,For The Defense,Murder,1,Female,White,2,Male,White,
20,10,2009,Shotgun,Murder,2,Male,Black,1,Male,White,
20,11,2009,Fed,Murder,1,Male,White,2,Male,"1 white, 1 hispanic",
20,12,2010,Blackmail,Murder,1,Female,White,1,Male,White,
20,13,2010,Steel-Eyed Death,"Murder, attempted murder, kidnapping",6,"3 male, 3 female","4 white, 2 black",2,"1 male, 1 female",White,
20,14,2010,Boy on Fire,"Murder, rape",2,"1 male, 1 female","1 hispanic, 1 black",2,Male,"1 black, 1 unknown",Rapist is never identified
20,15,2010,Brilliant Disguise,Murder,1,Female,White,1,Male,White,
20,16,2010,Innocence,Murder,1,Male,White,1,Male,White,
20,17,2010,Four Cops Shot,Murder,3,"3 male, 1 female","2 white, 2 black",1,Male,Black,
20,18,2010,Brazil,Attempted murder,1,Male,White,2,Male,White,
20,19,2010,Crashers,Murder,1,Female,White,1,Female,White,
20,20,2010,The Taxman Cometh,Murder,1,Male,White,2,"1 male, 1 female",,
20,21,2010,Immortal,Murder,1,Male,Black,1,Male,Black,
20,22,2010,Love Eternal,Murder,1,Male,White,1,Male,White,
20,23,2010,Rubber Room,Attempted murder,Unknown,Unknown,Unknown,1,Male,White,"Dozens of schoolchildren were victims of a school attack, but none were killed"
